Observation,Transect,Quadrat,N.DMS,W.DMS,Species.CODE,Depth.m,Surface.Area.cm2,Surface.Area.Log,Partial.Mortality,SCTLD.Mortality,SCTLD.Presence,Bleached.Other.Disease,Comments
1031,1,3,13.190313,-59.641029,PCLI,2.6,38,1.579783597,0,0,FALSE,F,NA
1049,1,3,13.190313,-59.641029,PCLI,2.6,50,1.698970004,0,0,FALSE,F,NA
1092,1,3,13.190313,-59.641029,PCLI,2.4,69,1.838849091,0,0,FALSE,F,NA
1038,1,3,13.190313,-59.641029,PCLI,2.6,100,2,0,0,FALSE,F,NA
1109,1,3,13.190313,-59.641029,PCLI,3,102,2.008600172,0.4,0,FALSE,PB,NA
1098,1,3,13.190313,-59.641029,PCLI,2.7,167,2.222716471,0,0,FALSE,F,NA
1024,1,3,13.190313,-59.641029,PCLI,2.6,200,2.301029996,0,0,FALSE,PB,NA
1093,1,3,13.190313,-59.641029,PCLI,2.4,328,2.515873844,0,0,FALSE,P,NA
1032,1,3,13.190313,-59.641029,PCLI,2.6,399,2.600972896,0.2,0,FALSE,F,NA
1096,1,3,13.190313,-59.641029,PCLI,2.7,454,2.657055853,0.3,0,FALSE,PB,NA
1103,1,3,13.190313,-59.641029,PCLI,3,546,2.737192643,0.3,0,FALSE,PB,NA
1050,1,3,13.190313,-59.641029,PCLI,2.6,626,2.796574333,0.5,0,FALSE,P,NA
1029,1,3,13.190313,-59.641029,PCLI,2.6,628,2.797959644,0,0,FALSE,PB,NA
1047,1,3,13.190313,-59.641029,PCLI,2.6,669,2.825426118,0,0,FALSE,P,NA
1046,1,3,13.190313,-59.641029,PCLI,2.6,690,2.838849091,0,0,FALSE,P,NA
1028,1,3,13.190313,-59.641029,PCLI,2.6,714,2.853698212,0.05,0,FALSE,F,NA
1040,1,3,13.190313,-59.641029,PCLI,2.6,755,2.877946952,0.15,0,FALSE,PB,NA
1033,1,3,13.190313,-59.641029,PCLI,2.6,783,2.893761762,0.6,0,FALSE,F,NA
1104,1,3,13.190313,-59.641029,PCLI,3,790,2.897627091,0,0,FALSE,P,NA
1099,1,3,13.190313,-59.641029,PCLI,2.7,1284,3.108565024,0,0,FALSE,F,NA
1094,1,3,13.190313,-59.641029,PCLI,2.4,1305,3.115610512,0,0,FALSE,F,NA
1044,1,3,13.190313,-59.641029,PCLI,2.6,1463,3.165244326,0.2,0,FALSE,PB,NA
2387,1,4,13.19025,-59.641211,PCLI,3.5,20,1.301029996,0,0,FALSE,F,NA
2394,1,4,13.19025,-59.641211,PCLI,3.5,28,1.447158031,0,0,FALSE,F,NA
2383,1,4,13.19025,-59.641211,PCLI,3.5,116,2.064457989,0,0,FALSE,F,NA
2389,1,4,13.19025,-59.641211,PCLI,3.5,323,2.509202522,0,0,FALSE,P,NA
2401,1,4,13.19025,-59.641211,PCLI,3.5,339,2.530199698,0,0,FALSE,F,NA
2245,1,4,13.19025,-59.641211,PCLI,3.4,436,2.639486489,0,0,FALSE,F,NA
2239,1,4,13.19025,-59.641211,PCLI,3.5,467,2.669316881,0,0,FALSE,F,NA
2397,1,4,13.19025,-59.641211,PCLI,3.5,514,2.710963119,0.7,0,FALSE,F,NA
2392,1,4,13.19025,-59.641211,PCLI,3.5,607,2.783188691,0.75,0,FALSE,F,NA
2241,1,4,13.19025,-59.641211,PCLI,3.5,649,2.812244697,0,0,FALSE,F,NA
2236,1,4,13.19025,-59.641211,PCLI,2.3,876,2.942504106,0,0,FALSE,F,Predation (parrotfish)
2395,1,4,13.19025,-59.641211,PCLI,3.5,2700,3.431363764,0.02,0,FALSE,F,NA
2237,1,4,13.19025,-59.641211,PCLI,2.3,3131,3.495683068,0,0,FALSE,PB,NA
772,2,1,13.190524,-59.640942,PCLI,1.8,9,0.954242509,0,0,FALSE,F,NA
763,2,1,13.190524,-59.640942,PCLI,1.5,24,1.380211242,0,0,FALSE,P ,NA
663,2,1,13.190524,-59.640942,PCLI,1.1,29,1.462397998,0,0,FALSE,F,NA
675,2,1,13.190524,-59.640942,PCLI,1,49,1.69019608,0,0,FALSE,F,NA
666,2,1,13.190524,-59.640942,PCLI,1.1,51,1.707570176,0,0,FALSE,F,NA
671,2,1,13.190524,-59.640942,PCLI,1.1,85,1.929418926,0,0,FALSE,F,NA
678,2,1,13.190524,-59.640942,PCLI,1,107,2.029383778,0,0,FALSE,F,NA
679,2,1,13.190524,-59.640942,PCLI,1,117,2.068185862,0.1,0,FALSE,F,NA
670,2,1,13.190524,-59.640942,PCLI,1.1,120,2.079181246,0,0,FALSE,F,NA
762,2,1,13.190524,-59.640942,PCLI,1.5,143,2.155336037,0.3,0.1,TRUE,F,NA
674,2,1,13.190524,-59.640942,PCLI,1,147,2.167317335,0,0,FALSE,P,NA
665,2,1,13.190524,-59.640942,PCLI,1.1,249,2.396199347,0,0,FALSE,P,NA
764,2,1,13.190524,-59.640942,PCLI,1.5,275,2.439332694,0,0,FALSE,P,Bright blue
669,2,1,13.190524,-59.640942,PCLI,1.1,338,2.5289167,0.1,0,FALSE,F,NA
768,2,1,13.190524,-59.640942,PCLI,1.5,469,2.671172843,0,0,FALSE,F,NA
706,2,2,13.19049,-59.641131,PCLI,1.5,7,0.84509804,0,0,FALSE,P,NA
702,2,2,13.19049,-59.641131,PCLI,1.5,16,1.204119983,0,0,FALSE,F,NA
705,2,2,13.19049,-59.641131,PCLI,1.5,20,1.301029996,0,0,FALSE,P,NA
804,2,2,13.19049,-59.641131,PCLI,2.4,44,1.643452676,0,0,FALSE,P ,NA
802,2,2,13.19049,-59.641131,PCLI,2.4,63,1.799340549,0,0,FALSE,P ,NA
803,2,2,13.19049,-59.641131,PCLI,2.4,75,1.875061263,0,0,FALSE,P ,NA
701,2,2,13.19049,-59.641131,PCLI,1.5,94,1.973127854,0,0,FALSE,PB,NA
713,2,2,13.19049,-59.641131,PCLI,1.5,100,2,0,0,FALSE,F,NA
806,2,2,13.19049,-59.641131,PCLI,2.4,126,2.100370545,0,0,FALSE,P ,NA
707,2,2,13.19049,-59.641131,PCLI,1.5,143,2.155336037,0,0,FALSE,P,NA
704,2,2,13.19049,-59.641131,PCLI,1.5,238,2.376576957,0.1,0.08,TRUE,PB,NA
796,2,2,13.19049,-59.641131,PCLI,2.1,368,2.565847819,0,0,FALSE,F,NA
797,2,2,13.19049,-59.641131,PCLI,2.1,377,2.57634135,0,0,FALSE,P,NA
795,2,2,13.19049,-59.641131,PCLI,2.1,396,2.597695186,0,0,FALSE,F,NA
714,2,2,13.19049,-59.641131,PCLI,1.5,436,2.639486489,0.5,0,FALSE,F,NA
703,2,2,13.19049,-59.641131,PCLI,1.5,495,2.694605199,0,0,FALSE,PB,NA
792,2,2,13.19049,-59.641131,PCLI,1.8,1289,3.110252917,0,0,FALSE,P,NA
841,2,3,13.190461,-59.641315,PCLI,3.4,16,1.204119983,0,0,FALSE,F,NA
717,2,3,13.190461,-59.641315,PCLI,2.4,33,1.51851394,0,0,FALSE,F,NA
727,2,3,13.190461,-59.641315,PCLI,3,33,1.51851394,0,0,FALSE,F,NA
732,2,3,13.190461,-59.641315,PCLI,3,44,1.643452676,0,0,FALSE,F,NA
843,2,3,13.190461,-59.641315,PCLI,3.4,86,1.934498451,0,0,FALSE,F,NA
822,2,3,13.190461,-59.641315,PCLI,3.4,287,2.457881897,0,0,FALSE,F,NA
847,2,3,13.190461,-59.641315,PCLI,3.4,363,2.559906625,0.3,0.1,TRUE,F,NA
830,2,3,13.190461,-59.641315,PCLI,3.4,489,2.689308859,0,0,FALSE,F,NA
849,2,3,13.190461,-59.641315,PCLI,3.4,499,2.698100546,0,0,FALSE,F,NA
824,2,3,13.190461,-59.641315,PCLI,3.4,511,2.7084209,0,0,FALSE,F,Circle-ish
731,2,3,13.190461,-59.641315,PCLI,3,521,2.716837723,0,0,FALSE,P,NA
817,2,3,13.190461,-59.641315,PCLI,3.4,566,2.752816431,0,0,FALSE,P,NA
844,2,3,13.190461,-59.641315,PCLI,3.4,615,2.788875116,0,0,FALSE,F,NA
823,2,3,13.190461,-59.641315,PCLI,3.4,665,2.822821645,0,0,FALSE,F,NA
831,2,3,13.190461,-59.641315,PCLI,3.4,700,2.84509804,0,0,FALSE,F,NA
828,2,3,13.190461,-59.641315,PCLI,3.4,730,2.86332286,0,0,FALSE,F,Circle-ish
826,2,3,13.190461,-59.641315,PCLI,3.4,779,2.891537458,0,0,FALSE,F,Circle-ish
835,2,3,13.190461,-59.641315,PCLI,3.4,780,2.892094603,0.4,0,FALSE,PB,NA
836,2,3,13.190461,-59.641315,PCLI,3.4,1260,3.100370545,0,0,FALSE,P,NA
2411,2,4,13.190425,-59.641508,PCLI,2.3,69,1.838849091,0,0,FALSE,F,NA
2277,2,4,13.190425,-59.641508,PCLI,3.4,79,1.897627091,0,0,FALSE,F,NA
2408,2,4,13.190425,-59.641508,PCLI,2.3,86,1.934498451,0,0,FALSE,F,NA
2281,2,4,13.190425,-59.641508,PCLI,3.4,225,2.3521825180000002,0,0,FALSE,F,NA
2293,2,4,13.190425,-59.641508,PCLI,3.5,269,2.42975228,0,0,FALSE,F,NA
2286,2,4,13.190425,-59.641508,PCLI,3.4,293,2.46686762,0,0,FALSE,F,NA
2292,2,4,13.190425,-59.641508,PCLI,3.5,346,2.539076099,0,0,FALSE,F,NA
2282,2,4,13.190425,-59.641508,PCLI,3.3,453,2.656098202,0,0,FALSE,F,NA
2285,2,4,13.190425,-59.641508,PCLI,3.3,531,2.725094521,0.2,0.2,TRUE,F,NA
2416,2,4,13.190425,-59.641508,PCLI,2.4,611,2.78604121,0,0,FALSE,F,NA
2405,2,4,13.190425,-59.641508,PCLI,2.3,691,2.839478047,0,0,FALSE,F,NA
2280,2,4,13.190425,-59.641508,PCLI,3.4,928,2.967547976,0,0,FALSE,P ,NA
2287,2,4,13.190425,-59.641508,PCLI,3.4,1382,3.140508043,0,0,FALSE,F,NA
1358,2,5,13.190392,-59.641693,PCLI,3.4,24,1.380211242,0,0,FALSE,F,NA
1388,2,5,13.190392,-59.641693,PCLI,3.4,24,1.380211242,0,0,FALSE,F,NA
1135,2,5,13.190392,-59.641693,PCLI,2.8,27,1.431363764,0,0,FALSE,F,NA
1386,2,5,13.190392,-59.641693,PCLI,3.4,27,1.431363764,0,0,FALSE,F,NA
1362,2,5,13.190392,-59.641693,PCLI,3.4,35,1.544068044,0,0,FALSE,P ,NA
1377,2,5,13.190392,-59.641693,PCLI,3.7,57,1.755874856,0,0,FALSE,F,NA
1132,2,5,13.190392,-59.641693,PCLI,2.8,63,1.799340549,0,0,FALSE,F,NA
1375,2,5,13.190392,-59.641693,PCLI,4,63,1.799340549,0,0,FALSE,F,NA
1150,2,5,13.190392,-59.641693,PCLI,2.4,64,1.806179974,0,0,FALSE,P,NA
1134,2,5,13.190392,-59.641693,PCLI,2.8,69,1.838849091,0,0,FALSE,F,NA
1151,2,5,13.190392,-59.641693,PCLI,2.4,92,1.963787827,0.5,0.4,TRUE,F,NA
1141,2,5,13.190392,-59.641693,PCLI,2.5,99,1.995635195,0,0,FALSE,F,NA
1136,2,5,13.190392,-59.641693,PCLI,2.5,110,2.041392685,0,0,FALSE,F,NA
1129,2,5,13.190392,-59.641693,PCLI,2.5,126,2.100370545,0,0,FALSE,F,NA
1361,2,5,13.190392,-59.641693,PCLI,3.4,133,2.123851641,0.1,0.1,TRUE,F,NA
1381,2,5,13.190392,-59.641693,PCLI,3,156,2.193124598,0,0,FALSE,F,NA
1130,2,5,13.190392,-59.641693,PCLI,2.5,202,2.305351369,0,0,FALSE,F,NA
1366,2,5,13.190392,-59.641693,PCLI,4,240,2.380211242,0,0,FALSE,F,NA
1378,2,5,13.190392,-59.641693,PCLI,3.7,267,2.426511261,0,0,FALSE,F,NA
1374,2,5,13.190392,-59.641693,PCLI,4,287,2.457881897,0,0,FALSE,P,NA
1137,2,5,13.190392,-59.641693,PCLI,2.5,308,2.488550717,0,0,FALSE,F,NA
1128,2,5,13.190392,-59.641693,PCLI,2.5,322,2.507855872,0,0,FALSE,F,NA
1368,2,5,13.190392,-59.641693,PCLI,4,339,2.530199698,0,0,FALSE,F,NA
1139,2,5,13.190392,-59.641693,PCLI,2.5,377,2.57634135,0.3,0.25,TRUE,P,NA
1389,2,5,13.190392,-59.641693,PCLI,3.4,584,2.766412847,0,0,FALSE,F,NA
1355,2,5,13.190392,-59.641693,PCLI,3.4,879,2.943988875,0,0,FALSE,F,NA
1363,2,5,13.190392,-59.641693,PCLI,3.4,1139,3.056523724,0.2,0.2,TRUE,F,NA
1146,2,5,13.190392,-59.641693,PCLI,2.7,1197,3.07809415,0.15,0,FALSE,F,NA
1359,2,5,13.190392,-59.641693,PCLI,3.4,1320,3.120573931,0.1,0.1,TRUE,F,NA
1138,2,5,13.190392,-59.641693,PCLI,2.5,2973,3.473194909,0.7,0,FALSE,F,NA
1297,2,6,13.19036,-59.641887,PCLI,3.5,5,0.698970004,0,0,FALSE,F,NA
1302,2,6,13.19036,-59.641887,PCLI,3.5,9,0.954242509,0,0,FALSE,F,NA
1303,2,6,13.19036,-59.641887,PCLI,3.5,9,0.954242509,0,0,FALSE,F,NA
1296,2,6,13.19036,-59.641887,PCLI,2.7,13,1.113943352,0,0,FALSE,F,NA
1246,2,6,13.19036,-59.641887,PCLI,4.6,19,1.278753601,0,0,FALSE,F,NA
1307,2,6,13.19036,-59.641887,PCLI,3.5,20,1.301029996,0,0,FALSE,F,NA
1264,2,6,13.19036,-59.641887,PCLI,4.3,24,1.380211242,0,0,FALSE,F,NA
1254,2,6,13.19036,-59.641887,PCLI,4.3,38,1.579783597,0,0,FALSE,F,NA
1263,2,6,13.19036,-59.641887,PCLI,4.3,44,1.643452676,0,0,FALSE,F,NA
1304,2,6,13.19036,-59.641887,PCLI,3.5,44,1.643452676,0,0,FALSE,F,NA
1313,2,6,13.19036,-59.641887,PCLI,3.7,49,1.69019608,0.02,0.02,TRUE,F,NA
1354,2,6,13.19036,-59.641887,PCLI,2.7,78,1.892094603,0,0,FALSE,F,NA
1265,2,6,13.19036,-59.641887,PCLI,4.3,93,1.968482949,0,0,FALSE,F,NA
1262,2,6,13.19036,-59.641887,PCLI,4.3,110,2.041392685,0,0,FALSE,F,NA
1353,2,6,13.19036,-59.641887,PCLI,2.7,134,2.127104798,0,0,FALSE,P,NA
1257,2,6,13.19036,-59.641887,PCLI,4.3,138,2.139879086,1,0.2,TRUE,F,NA
1305,2,6,13.19036,-59.641887,PCLI,3.5,142,2.152288344,0.05,0,FALSE,P,NA
1320,2,6,13.19036,-59.641887,PCLI,3.6,146,2.164352856,0,0,FALSE,P,NA
1349,2,6,13.19036,-59.641887,PCLI,2.7,154,2.187520721,0,0,FALSE,F,NA
1347,2,6,13.19036,-59.641887,PCLI,2.7,176,2.245512668,0.9,0,FALSE,F,NA
1256,2,6,13.19036,-59.641887,PCLI,4.3,200,2.301029996,0.1,0.1,TRUE,F,NA
1251,2,6,13.19036,-59.641887,PCLI,4.3,214,2.330413773,0,0,FALSE,F,NA
1317,2,6,13.19036,-59.641887,PCLI,3.4,217,2.336459734,0,0,FALSE,F,NA
1253,2,6,13.19036,-59.641887,PCLI,4.3,226,2.354108439,0,0,FALSE,F,NA
1261,2,6,13.19036,-59.641887,PCLI,4.3,245,2.389166084,0.4,0,FALSE,PB,NA
1316,2,6,13.19036,-59.641887,PCLI,3.4,248,2.394451681,0,0,FALSE,F,NA
1308,2,6,13.19036,-59.641887,PCLI,3.5,415,2.618048097,0,0,FALSE,PB,NA
1310,2,6,13.19036,-59.641887,PCLI,3.5,434,2.63748973,0,0,FALSE,F,NA
1311,2,6,13.19036,-59.641887,PCLI,3.5,789,2.897077003,0,0,FALSE,P,NA
1298,2,6,13.19036,-59.641887,PCLI,3.5,1007,3.003029471,0.4,0,FALSE,P,NA
1244,2,6,13.19036,-59.641887,PCLI,4,1196,3.07773118,0,0,FALSE,F,NA
1312,2,6,13.19036,-59.641887,PCLI,3.6,1700,3.230448921,0,0,FALSE,F,NA
1344,2,6,13.19036,-59.641887,PCLI,2.7,2133,3.328990855,0.1,0.05,TRUE,F,NA
1252,2,6,13.19036,-59.641887,PCLI,4.3,2631,3.420120848,0,0,FALSE,F,NA
1204,2,7,13.190327,-59.642082,PCLI,4,3,0.477121255,0,0,FALSE,F,NA
1206,2,7,13.190327,-59.642082,PCLI,4,6,0.77815125,0,0,FALSE,F,NA
1200,2,7,13.190327,-59.642082,PCLI,4,100,2,0,0,FALSE,F,NA
1227,2,7,13.190327,-59.642082,PCLI,3.6,100,2,0,0,FALSE,P,NA
1218,2,7,13.190327,-59.642082,PCLI,3.5,115,2.06069784,0,0,FALSE,F,NA
1220,2,7,13.190327,-59.642082,PCLI,3.5,178,2.250420002,0,0,FALSE,PB,
1230,2,7,13.190327,-59.642082,PCLI,3.7,251,2.399673721,0,0,FALSE,P,NA
1214,2,7,13.190327,-59.642082,PCLI,3.5,306,2.485721426,0,0,FALSE,PB,NA
1232,2,7,13.190327,-59.642082,PCLI,3.7,453,2.656098202,0.02,0,FALSE,F,NA
1243,2,7,13.190327,-59.642082,PCLI,4,663,2.821513528,0,0,FALSE,F,NA
1213,2,7,13.190327,-59.642082,PCLI,3.7,1336,3.125806458,0.6,0,FALSE,F,NA
1210,2,7,13.190327,-59.642082,PCLI,3.8,1350,3.130333768,0,0,FALSE,F,NA
585,3,1,13.190645,-59.64124,PCLI,2.1,24,1.380211242,0,0,FALSE,P,NA
631,3,1,13.190645,-59.64124,PCLI,2,27,1.431363764,0,0,FALSE,F,NA
575,3,1,13.190645,-59.64124,PCLI,1.8,31,1.491361694,0,0,FALSE,P,NA
634,3,1,13.190645,-59.64124,PCLI,2,33,1.51851394,0.5,0,FALSE,F,NA
586,3,1,13.190645,-59.64124,PCLI,1.8,38,1.579783597,0.2,0.2,TRUE,F,NA
635,3,1,13.190645,-59.64124,PCLI,2,39,1.591064607,0,0,FALSE,F,NA
572,3,1,13.190645,-59.64124,PCLI,1.8,56,1.748188027,0,0,FALSE,P ,NA
576,3,1,13.190645,-59.64124,PCLI,1.8,57,1.755874856,0,0,FALSE,F,NA
579,3,1,13.190645,-59.64124,PCLI,2.1,211,2.324282455,0,0,FALSE,P,NA
574,3,1,13.190645,-59.64124,PCLI,2.1,368,2.565847819,0,0,FALSE,F,NA
629,3,1,13.190645,-59.64124,PCLI,2,490,2.69019608,0,0,FALSE,PB,NA
594,3,2,13.190629,-59.641432,PCLI,2.4,9,0.954242509,0,0,FALSE,F,NA
593,3,2,13.190629,-59.641432,PCLI,2.4,19,1.278753601,0,0,FALSE,P,NA
657,3,2,13.190629,-59.641432,PCLI,2.1,20,1.301029996,0,0,FALSE,F,NA
655,3,2,13.190629,-59.641432,PCLI,2.1,28,1.447158031,0,0,FALSE,F,"Some A.palmata in this quadrat, but not recorded"
658,3,2,13.190629,-59.641432,PCLI,2.1,49,1.69019608,0,0,FALSE,F,NA
592,3,2,13.190629,-59.641432,PCLI,2.4,82,1.913813852,0,0,FALSE,PB,NA
660,3,2,13.190629,-59.641432,PCLI,2.1,84,1.924279286,0,0,FALSE,F,NA
587,3,2,13.190629,-59.641432,PCLI,2.4,100,2,0,0,FALSE,F,NA
588,3,2,13.190629,-59.641432,PCLI,2.4,125,2.096910013,0,0,FALSE,P,NA
656,3,2,13.190629,-59.641432,PCLI,2.1,178,2.250420002,0.3,0,FALSE,F,NA
589,3,2,13.190629,-59.641432,PCLI,2.4,214,2.330413773,0,0,FALSE,PB,NA
659,3,2,13.190629,-59.641432,PCLI,2.1,238,2.376576957,0.25,0,FALSE,F,NA
591,3,2,13.190629,-59.641432,PCLI,2.4,1188,3.074816441,0,0,FALSE,P,NA
2222,3,3,13.190617,-59.641616,PCLI,2.5,24,1.380211242,0,0,FALSE,F,NA
2121,3,3,13.190617,-59.641616,PCLI,2.5,28,1.447158031,0,0,FALSE,F,NA
2127,3,3,13.190617,-59.641616,PCLI,2.2,28,1.447158031,0,0,FALSE,F,NA
2107,3,3,13.190617,-59.641616,PCLI,2.2,42,1.62324929,0,0,FALSE,F,NA
2224,3,3,13.190617,-59.641616,PCLI,2.5,44,1.643452676,0,0,FALSE,F,NA
2223,3,3,13.190617,-59.641616,PCLI,2.5,47,1.672097858,0,0,FALSE,F,NA
2235,3,3,13.190617,-59.641616,PCLI,2.2,63,1.799340549,0,0,FALSE,F,NA
2230,3,3,13.190617,-59.641616,PCLI,2.2,85,1.929418926,0,0,FALSE,F,NA
2111,3,3,13.190617,-59.641616,PCLI,2.2,104,2.017033339,0,0,FALSE,F,NA
2123,3,3,13.190617,-59.641616,PCLI,2.5,106,2.025305865,0,0,FALSE,F,NA
2117,3,3,13.190617,-59.641616,PCLI,2.5,117,2.068185862,0,0,FALSE,F,NA
2219,3,3,13.190617,-59.641616,PCLI,2.5,118,2.071882007,0,0,FALSE,F,NA
2110,3,3,13.190617,-59.641616,PCLI,2.2,126,2.100370545,0,0,FALSE,F,NA
2216,3,3,13.190617,-59.641616,PCLI,2.5,133,2.123851641,0,0,FALSE,P ,NA
2227,3,3,13.190617,-59.641616,PCLI,2.1,174,2.240549248,0,0,FALSE,F,NA
2218,3,3,13.190617,-59.641616,PCLI,2.5,220,2.342422681,0,0,FALSE,F,NA
2226,3,3,13.190617,-59.641616,PCLI,2.5,253,2.403120521,0,0,FALSE,F,NA
2118,3,3,13.190617,-59.641616,PCLI,2.5,298,2.474216264,0,0,FALSE,F,NA
2108,3,3,13.190617,-59.641616,PCLI,2.2,604,2.781036939,0.2,0,FALSE,F,NA
2120,3,3,13.190617,-59.641616,PCLI,2.5,807,2.906873535,0.05,0,FALSE,P,NA
2126,3,3,13.190617,-59.641616,PCLI,2.2,878,2.943494516,0.05,0,FALSE,F,NA
2119,3,3,13.190617,-59.641616,PCLI,2.5,924,2.965671971,0.05,0,FALSE,P,NA
2232,3,3,13.190617,-59.641616,PCLI,2.2,1255,3.098643726,0,0,FALSE,P,NA
2080,3,4,13.190605,-59.641802,PCLI,2.2,3,0.477121255,0,0,FALSE,F,NA
2099,3,4,13.190605,-59.641802,PCLI,2.1,9,0.954242509,0,0,FALSE,F,NA
2079,3,4,13.190605,-59.641802,PCLI,2.2,13,1.113943352,0,0,FALSE,F,NA
2103,3,4,13.190605,-59.641802,PCLI,2.1,13,1.113943352,0,0,FALSE,F,NA
2083,3,4,13.190605,-59.641802,PCLI,2.1,24,1.380211242,0,0,FALSE,F,NA
2070,3,4,13.190605,-59.641802,PCLI,2.2,27,1.431363764,0,0,FALSE,F,NA
2087,3,4,13.190605,-59.641802,PCLI,2.3,34,1.531478917,0,0,FALSE,F,NA
2076,3,4,13.190605,-59.641802,PCLI,2.2,38,1.579783597,0,0,FALSE,F,NA
2078,3,4,13.190605,-59.641802,PCLI,2.2,39,1.591064607,0,0,FALSE,P,NA
2095,3,4,13.190605,-59.641802,PCLI,2,44,1.643452676,0,0,FALSE,F,NA
2073,3,4,13.190605,-59.641802,PCLI,2.2,69,1.838849091,0,0,FALSE,F,NA
2189,3,4,13.190605,-59.641802,PCLI,2.4,86,1.934498451,0,0,FALSE,F,NA
2086,3,4,13.190605,-59.641802,PCLI,2.3,101,2.004321374,0.5,0.25,TRUE,F,NA
2172,3,4,13.190605,-59.641802,PCLI,2.8,104,2.017033339,0,0,FALSE,F,NA
2104,3,4,13.190605,-59.641802,PCLI,2.1,130,2.113943352,0,0,FALSE,F,NA
2174,3,4,13.190605,-59.641802,PCLI,2.6,166,2.220108088,0,0,FALSE,F,NA
2098,3,4,13.190605,-59.641802,PCLI,2.1,189,2.276461804,0,0,FALSE,F,NA
2100,3,4,13.190605,-59.641802,PCLI,2.1,238,2.376576957,0.1,0,FALSE,F,NA
2088,3,4,13.190605,-59.641802,PCLI,2.3,297,2.472756449,0,0,FALSE,PB,NA
2170,3,4,13.190605,-59.641802,PCLI,2.7,323,2.509202522,0.15,0.1,TRUE,F,NA
